contexto;zona;preguntaActual;opcional;maxPicks;alcanzable;posicion;glosa;textoTarjeta;significado;funcionEnsamblador;camposZona;pasaFiltroSinListaBlanca;despachoUI;veredicto;destino;motivo;preguntasBanco;avatar
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;5;BARRIO;BARRIO;Barrio;place;place;True;"editor de lugar; se añade aunque se cancele";valida;;editor lugar_literal;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;6;TIENDA;TIENDA;Tienda;place;place;True;"editor de lugar; se añade aunque se cancele";valida;;editor lugar_literal;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;7;CASA;CASA;Casa;place;place;True;"editor de lugar; se añade aunque se cancele";valida;;;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;8;COCHABAMBA;COCHABAMBA;Cochabamba;place;place;True;"editor de lugar; se añade aunque se cancele";valida;;;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;9;DENTRO;DENTRO;Dentro;place;place;True;"editor de lugar; se añade aunque se cancele";mover;Q.LUG.DENTRO_FUERA;Q.LUG.DENTRO_FUERA;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;10;FUERA;FUERA;Fuera;place;place;True;"editor de lugar; se añade aunque se cancele";mover;Q.LUG.DENTRO_FUERA;Q.LUG.DENTRO_FUERA;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;11;CERCA;CERCA;Cerca;place;place;True;"editor de lugar; se añade aunque se cancele";mover;Q.LUG.RELACION;Q.LUG.RELACION;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;12;LEJOS;LEJOS;Lejos;place;place;True;"editor de lugar; se añade aunque se cancele";mover;Q.LUG.RELACION;Q.LUG.RELACION;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;13;AL_LADO;EL;El;place;place;True;"editor de lugar; se añade aunque se cancele";mover;Q.LUG.RELACION;Q.LUG.RELACION (tarjeta rotulada «EL»);Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;14;MICRO;MICRO;Micro;object;place;False;"hoja de aclaración; la tarjeta se añade aunque se cancele";valida;;transporte como lugar;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;lugar;¿Dónde ocurrió?;False;1;True;15;TRUFI;TRUFI;Trufi;object;place;False;"hoja de aclaración; la tarjeta se añade aunque se cancele";valida;;transporte como lugar;Q.LUG.DONDE|Q.LUG.RELACION|Q.LUG.DENTRO_FUERA;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;1;AHORA;AHORA;Ahora;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;2;HOY;HOY;Hoy;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;3;AYER;AYER;Ayer;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;4;ANTEAYER;ANTEAYER;Anteayer;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;5;TARDE;TARDE;Tarde;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;6;TEMPRANO;TEMPRANO;Temprano;time;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;7;HORA;HORA;Hora;time;time;True;selección directa;valida;;editor entero (hace N horas);Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;8;MINUTO;MINUTO;Minuto;time;time;True;selección directa;valida;;editor entero;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;9;DÍA;DÍA;Día;time;time;True;selección directa;valida;;editor entero;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;10;SEMANA;SEMANA;Semana;time;time;True;selección directa;valida;;editor entero;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;11;MES;MES;Mes;time;time;True;selección directa;valida;;editor entero;Q.TIE.CUANDO;placeholder
denuncia_robo;tiempo;¿Cuándo ocurrió el hecho?;True;1;True;12;NO_SABER;NO SABER;No saber;marker;time;True;selección directa;valida;;;Q.TIE.CUANDO;placeholder
denuncia_robo;testigos;¿Hay testigos?;True;1;True;1;SÍ;SÍ;Sí;marker;polarity|person;True;selección directa;valida;;;Q.TES.EXISTE;declarada_en_resolutor
denuncia_robo;testigos;¿Hay testigos?;True;1;True;2;NO;NO;No;marker;polarity|person;True;selección directa;valida;;;Q.TES.EXISTE;declarada_en_resolutor
denuncia_robo;testigos;¿Hay testigos?;True;1;True;3;NO_SABER;NO SABER;No saber;marker;polarity|person;True;selección directa;valida;;;Q.TES.EXISTE;placeholder
denuncia_robo;evidencia;¿Tiene fotos, video u otro elemento de prueba?;True;6;True;1;FOTOS;FOTOS;Fotos;object;evidence;True;selección directa;valida;;;Q.EVI.QUE_TIENE|Q.EVI.TIPOS;placeholder
denuncia_robo;evidencia;¿Tiene fotos, video u otro elemento de prueba?;True;6;True;2;VIDEO;VIDEO;Video;object;evidence;True;selección directa;valida;;;Q.EVI.QUE_TIENE|Q.EVI.TIPOS;placeholder
denuncia_robo;evidencia;¿Tiene fotos, video u otro elemento de prueba?;True;6;True;3;FACTURA;FACTURA;Factura;document;evidence;True;selección directa;valida;;;Q.EVI.QUE_TIENE|Q.EVI.TIPOS;placeholder
denuncia_robo;evidencia;¿Tiene fotos, video u otro elemento de prueba?;True;6;True;4;ESCRIBIR;ESCRIBIR;Escribir;action;evidence;False;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";valida;;editor texto_detalle (rotular «Otro (escribir)»);Q.EVI.QUE_TIENE|Q.EVI.TIPOS;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;1;HERIDA;HERIDA;Herida;state;polarity|free_text;True;selección directa;condicional;;solo con agresión declarada;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;2;DOLOR;DOLOR;Dolor;state;polarity|free_text;True;selección directa;condicional;;solo con agresión declarada;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;3;HOSPITAL;HOSPITAL;Hospital;institution;polarity|free_text;True;selección directa;condicional;;Q.SAL.HOSPITAL;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;4;DOCTOR;DOCTOR;Doctor;service;polarity|free_text;True;selección directa;condicional;;Q.SAL.ASISTENCIA;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;5;CERTIFICADO;CERTIFICADO;Certificado;document;polarity|free_text;True;selección directa;mover;Q.SAL.CERTIFICADO;Q.SAL.CERTIFICADO;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;6;AUXILIO;AUXILIO;Auxilio;state;polarity|free_text;True;selección directa;valida;;salida urgente siempre accesible;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;placeholder
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;7;SÍ;SÍ;Sí;marker;polarity|free_text;True;selección directa;invalida;;pregunta compuesta — «sí» no dice si está herido o si pide atención;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;declarada_en_resolutor
denuncia_robo;emergencia;¿Está herido o necesita atención médica?;True;2;True;8;NO;NO;No;marker;polarity|free_text;True;selección directa;invalida;;pregunta compuesta;Q.SAL.HERIDO|Q.SAL.ASISTENCIA|Q.RIE.AUXILIO;declarada_en_resolutor
denuncia_robo;denuncia;¿Desea presentar una denuncia formal?;True;1;True;1;SÍ;SÍ;Sí;marker;polarity|free_text;True;selección directa;valida;;;Q.DEN.INTENCION;declarada_en_resolutor
denuncia_robo;denuncia;¿Desea presentar una denuncia formal?;True;1;True;2;NO;NO;No;marker;polarity|free_text;True;selección directa;valida;;;Q.DEN.INTENCION;declarada_en_resolutor
denuncia_robo;denuncia;¿Desea presentar una denuncia formal?;True;1;True;3;NO_SABER;NO SABER;No saber;marker;polarity|free_text;True;selección directa;valida;;;Q.DEN.INTENCION;placeholder
denuncia_robo;denuncia;¿Desea presentar una denuncia formal?;True;1;True;4;AHORA;AHORA;Ahora;time;polarity|free_text;True;selección directa;valida;;rotular «Sí, ahora»;Q.DEN.INTENCION;placeholder
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;1;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;valida;;;Q.APO.LEGAL|Q.APO.TIPO;placeholder
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;2;INTÉRPRETE;INTÉRPRETE;Intérprete;service;institution;True;selección directa;mover;Q.ACC.INTERPRETE;Q.ACC.INTERPRETE;Q.APO.LEGAL|Q.APO.TIPO;placeholder
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;3;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.APO.LEGAL|Q.APO.TIPO;spelled
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;4;SEPDEP;SEPDEP;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;defensa pública penal para la persona imputada, no para la víctima;Q.APO.LEGAL|Q.APO.TIPO;spelled
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;5;GRATIS;GRATIS;Gratis;trait;institution;False;selección directa;modificador;;ABOGADO GRATIS;Q.APO.LEGAL|Q.APO.TIPO;placeholder
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;6;AYUDAR;AYUDAR;Ayudar;action;institution;False;selección directa;invalida;;no especifica el apoyo;Q.APO.LEGAL|Q.APO.TIPO;placeholder
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;7;SÍ;SÍ;Sí;marker;institution;False;selección directa;valida;;;Q.APO.LEGAL|Q.APO.TIPO;declarada_en_resolutor
denuncia_robo;apoyo_legal;¿Necesita apoyo legal?;True;1;True;8;NO;NO;No;marker;institution;False;selección directa;valida;;;Q.APO.LEGAL|Q.APO.TIPO;declarada_en_resolutor
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;1;POLICÍA;POLICÍA;Policía;institution;institution;True;selección directa;valida;;;Q.DEN.AUTORIDAD;placeholder
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;2;FELCC;FELCC;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.DEN.AUTORIDAD;spelled
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;3;FISCALIA;FISCALÍA;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.DEN.AUTORIDAD;spelled
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;4;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;no recibe denuncias (asistencia a la víctima);Q.DEN.AUTORIDAD;spelled
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;5;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;invalida;;no es autoridad receptora;Q.DEN.AUTORIDAD;placeholder
denuncia_robo;institucion;¿Ante qué autoridad desea presentar la denuncia?;True;1;True;6;INTÉRPRETE;INTÉRPRETE;Intérprete;service;institution;True;selección directa;invalida;;no es autoridad receptora;Q.DEN.AUTORIDAD;placeholder
denuncia_robo;cantidad;¿Cuántos?;True;1;False;1;1;1;;action;amount;False;selección directa;inalcanzable;;zona encadenada que nunca se activa;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;2;2;2;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;3;3;3;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;4;4;4;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;5;5;5;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;6;6;6;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;7;7;7;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;8;8;8;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
denuncia_robo;cantidad;¿Cuántos?;True;1;False;9;9;9;;action;amount;False;selección directa;inalcanzable;;;Q.TES.CANTIDAD;declarada_en_resolutor
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;1;PEGAR;PEGAR;Pegar;action;free_text;True;selección directa;valida;;;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;2;MALTRATAR;MALTRATAR;Maltratar;action;free_text;True;selección directa;valida;;;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;3;VIOLENCIA;VIOLENCIA;Violencia;state;free_text;True;selección directa;valida;;genérica;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;4;AMENAZAR;AMENAZAR;Amenazar;action;free_text;True;selección directa;valida;;;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;5;ABUSAR;ABUSAR;Abusar;action;free_text;True;selección directa;valida;;;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;6;PELEAR;PELEAR;Pelear;action;free_text;True;selección directa;invalida;;sugiere agresión mutua;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;7;DAÑAR;DAÑAR;Dañar;action;free_text;True;selección directa;valida;;daño a bienes;Q.VIO.TIPO;placeholder
violencia;hecho;¿Qué agresión o maltrato sufrió?;False;1;True;8;GRITAR;GRITAR;Gritar;action;free_text;True;selección directa;valida;;;Q.VIO.TIPO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;1;PAREJA;PAREJA;Pareja;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;2;HOMBRE;HOMBRE;Hombre;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;persona no identificada;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;3;MUJER;MUJER;Mujer;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;persona no identificada;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;4;HERMANO;HERMANO;Hermano;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;5;HERMANA;HERMANA;Hermana;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;6;ESPOSA;ESPOSA;Esposa;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;7;PARIENTE;PARIENTE;Pariente;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;8;JOVEN;JOVEN;Joven;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";mover;Q.PER.DESC.EDAD;Q.PER.DESC.EDAD;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;persona;¿Quién es la persona agresora?;False;2;True;9;ADULTO;ADULTO;Adulto;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";mover;Q.PER.DESC.EDAD;Q.PER.DESC.EDAD;Q.VIO.AGRESOR|Q.PER.VINCULO;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;1;HERIDA;HERIDA;Herida;state;polarity|free_text;True;selección directa;valida;;;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;2;BRAZO;BRAZO;Brazo;object;polarity|free_text;True;selección directa;valida;;Q.SAL.PARTE;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;3;DOLOR;DOLOR;Dolor;state;polarity|free_text;True;selección directa;valida;;;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;4;FRACTURA;FRACTURA;Fractura;state;polarity|free_text;True;selección directa;valida;;;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;5;HUESOS;HUESOS;Huesos;state;polarity|free_text;True;selección directa;modificador;;con FRACTURA;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;6;HOSPITAL;HOSPITAL;Hospital;institution;polarity|free_text;True;selección directa;valida;;Q.SAL.HOSPITAL;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;7;DOCTOR;DOCTOR;Doctor;service;polarity|free_text;True;selección directa;valida;;Q.SAL.ASISTENCIA;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;8;CERTIFICADO;CERTIFICADO;Certificado;document;polarity|free_text;True;selección directa;mover;Q.SAL.CERTIFICADO;Q.SAL.CERTIFICADO;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;9;CURAR;CURAR;Curar;action;polarity|free_text;True;selección directa;invalida;;verbo sin respuesta concreta;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;10;MEDICINA;MEDICINA;Medicina;object;polarity|free_text;True;selección directa;condicional;;solo si la persona lo manifiesta;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;11;AUXILIO;AUXILIO;Auxilio;state;polarity|free_text;True;selección directa;valida;;salida urgente;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;salud_urgencia;¿Está herido o fue al hospital?;False;3;True;12;URGENTE;URGENTE;Urgente;state;polarity|free_text;True;selección directa;modificador;;;Q.SAL.HERIDO|Q.SAL.PARTE|Q.SAL.HOSPITAL;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;1;MIEDO;MIEDO;Miedo;state;free_text;True;selección directa;valida;;;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;2;TRISTE;TRISTE;Triste;state;free_text;True;selección directa;valida;;estado declarado (no es riesgo);Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;3;CASA;CASA;Casa;place;free_text;True;selección directa;modificador;;MIEDO CASA VOLVER;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;4;VOLVER;VOLVER;Volver;action;free_text;True;selección directa;modificador;;MIEDO CASA VOLVER;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;5;PROTEGER;PROTEGER;Proteger;action;free_text;True;selección directa;valida;;;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;6;HIJO;HIJO;Hijo;participant;free_text;True;selección directa;mover;Q.RIE.QUIENES;Q.RIE.QUIENES;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;7;HIJA;HIJA;Hija;participant;free_text;True;selección directa;mover;Q.RIE.QUIENES;Q.RIE.QUIENES;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;8;AUXILIO;AUXILIO;Auxilio;state;free_text;True;selección directa;valida;;salida urgente;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;9;AHORA;AHORA;Ahora;time;free_text;True;selección directa;modificador;;;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;emocion_riesgo;¿Tiene miedo o requiere protección?;False;1;True;10;NECESITAR;NECESITAR;Necesitar;action;free_text;True;selección directa;formulacion;;;Q.RIE.MIEDO|Q.RIE.MIEDO_CASA|Q.RIE.PIDE_PROTECCION;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;1;AHORA;AHORA;Ahora;time;time;True;selección directa;valida;;;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;2;HOY;HOY;Hoy;time;time;True;selección directa;valida;;;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;3;AYER;AYER;Ayer;time;time;True;selección directa;valida;;;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;4;SIEMPRE;SIEMPRE;Siempre;time;time;True;selección directa;mover;Q.VIO.FRECUENCIA;Q.VIO.FRECUENCIA;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;5;CADA_DÍA;CADA DÍA;Cada día;time;time;True;selección directa;mover;Q.VIO.FRECUENCIA;Q.VIO.FRECUENCIA;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;6;TODOS_LOS_DÍAS;TODOS LOS DÍAS;Todos los días;time;time;True;selección directa;mover;Q.VIO.FRECUENCIA;Q.VIO.FRECUENCIA;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;placeholder
violencia;tiempo;¿Cuándo pasó o con qué frecuencia?;True;1;True;7;PRIMERA_VEZ;PRIMERA VEZ;Primera vez;time;time;True;selección directa;mover;Q.VIO.FRECUENCIA;Q.VIO.FRECUENCIA;Q.TIE.CUANDO|Q.VIO.FRECUENCIA;declarada_en_resolutor
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;1;CERTIFICADO;CERTIFICADO;Certificado;document;evidence;True;selección directa;valida;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;2;DOCTOR;DOCTOR;Doctor;service;evidence;False;selección directa;formulacion;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;3;FOTOS;FOTOS;Fotos;object;evidence;True;selección directa;valida;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;4;VIDEO;VIDEO;Video;object;evidence;True;selección directa;valida;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;5;ESCRIBIR;ESCRIBIR;Escribir;action;evidence;False;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";mover;Q.DIG.GUARDO;Q.DIG.GUARDO (mensajes escritos);Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;6;GUARDAR;GUARDAR;Guardar;action;evidence;False;selección directa;formulacion;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
